 TIME, T, P, M, OH, HO2, O3
   0.00000      2.93150E+02  1.00000E+03  2.47075E+19  0.00000      0.00000      0.00000    
   5.00000E-03  2.93150E+02  1.00000E+03  2.47075E+19  1.51344E-03  4.00915E+03  9.64245E-14
   1.00000E-02  2.93150E+02  1.00000E+03  2.47075E+19  4.34914E-03  7.68413E+03  1.22092E-12
   1.50000E-02  2.93150E+02  1.00000E+03  2.47075E+19  7.38670E-03  1.10528E+04  4.99100E-12
   2.00000E-02  2.93150E+02  1.00000E+03  2.47075E+19  1.03031E-02  1.41407E+04  1.29758E-11
   2.50000E-02  2.93150E+02  1.00000E+03  2.47075E+19  1.30173E-02  1.69712E+04  2.64730E-11
   3.00000E-02  2.93150E+02  1.00000E+03  2.47075E+19  1.55179E-02  1.95657E+04  4.64834E-11
   3.50000E-02  2.93150E+02  1.00000E+03  2.47075E+19  1.78130E-02  2.19440E+04  7.37421E-11
   4.00000E-02  2.93150E+02  1.00000E+03  2.47075E+19  1.99181E-02  2.41241E+04  1.08755E-10
   4.50000E-02  2.93150E+02  1.00000E+03  2.47075E+19  2.18487E-02  2.61225E+04  1.51841E-10
   5.00000E-02  2.93150E+02  1.00000E+03  2.47075E+19  2.36183E-02  2.79543E+04  2.03166E-10
   5.50000E-02  2.93150E+02  1.00000E+03  2.47075E+19  2.52405E-02  2.96334E+04  2.62785E-10
   6.00000E-02  2.93150E+02  1.00000E+03  2.47075E+19  2.67271E-02  3.11726E+04  3.30625E-10
   6.50000E-02  2.93150E+02  1.00000E+03  2.47075E+19  2.80899E-02  3.25835E+04  4.06570E-10
   7.00000E-02  2.93150E+02  1.00000E+03  2.47075E+19  2.93390E-02  3.38769E+04  4.90403E-10
   7.50000E-02  2.93150E+02  1.00000E+03  2.47075E+19  3.04841E-02  3.50624E+04  5.81881E-10
   8.00000E-02  2.93150E+02  1.00000E+03  2.47075E+19  3.15338E-02  3.61491E+04  6.80741E-10
   8.50000E-02  2.93150E+02  1.00000E+03  2.47075E+19  3.24959E-02  3.71452E+04  7.86663E-10
   9.00000E-02  2.93150E+02  1.00000E+03  2.47075E+19  3.33779E-02  3.80583E+04  8.99346E-10
   9.50000E-02  2.93150E+02  1.00000E+03  2.47075E+19  3.41865E-02  3.88954E+04  1.01848E-09
   1.00000E-01  2.93150E+02  1.00000E+03  2.47075E+19  3.49278E-02  3.96628E+04  1.14372E-09
   1.05000E-01  2.93150E+02  1.00000E+03  2.47075E+19  3.56070E-02  4.03661E+04  1.27471E-09
   1.10000E-01  2.93150E+02  1.00000E+03  2.47075E+19  3.62301E-02  4.10112E+04  1.41119E-09
   1.15000E-01  2.93150E+02  1.00000E+03  2.47075E+19  3.68009E-02  4.16022E+04  1.55276E-09
   1.20000E-01  2.93150E+02  1.00000E+03  2.47075E+19  3.73243E-02  4.21440E+04  1.69916E-09
