 TIME, PAN, IC3H7NO3, NO3, KTH2O2
   0.00000      0.00000      0.00000      0.00000      4.06409E-43
   5.00000E-03  0.00000      0.00000      1.88433E-16  4.06409E-43
   1.00000E-02  0.00000      0.00000      5.11108E-16  4.06409E-43
   1.50000E-02  0.00000      0.00000      8.23800E-16  4.06409E-43
   2.00000E-02  0.00000      0.00000      1.09505E-15  4.06409E-43
   2.50000E-02  0.00000      0.00000      1.32311E-15  4.06409E-43
   3.00000E-02  0.00000      0.00000      1.51277E-15  4.06409E-43
   3.50000E-02  0.00000      0.00000      1.67008E-15  4.06409E-43
   4.00000E-02  0.00000      0.00000      1.80040E-15  4.06409E-43
   4.50000E-02  0.00000      0.00000      1.90834E-15  4.06409E-43
   5.00000E-02  0.00000      0.00000      1.99772E-15  4.06409E-43
   5.50000E-02  0.00000      0.00000      2.07174E-15  4.06409E-43
   6.00000E-02  0.00000      0.00000      2.13307E-15  4.06409E-43
   6.50000E-02  0.00000      0.00000      2.18387E-15  4.06409E-43
   7.00000E-02  0.00000      0.00000      2.22594E-15  4.06409E-43
   7.50000E-02  0.00000      0.00000      2.26081E-15  4.06409E-43
   8.00000E-02  0.00000      0.00000      2.28984E-15  4.06409E-43
   8.50000E-02  0.00000      0.00000      2.31380E-15  4.06409E-43
   9.00000E-02  0.00000      0.00000      2.33383E-15  4.06409E-43
   9.50000E-02  0.00000      0.00000      2.35041E-15  4.06409E-43
   1.00000E-01  0.00000      0.00000      2.36412E-15  4.06409E-43
   1.05000E-01  0.00000      0.00000      2.37563E-15  4.06409E-43
   1.10000E-01  0.00000      0.00000      2.38499E-15  4.06409E-43
   1.15000E-01  0.00000      0.00000      2.39292E-15  4.06409E-43
   1.20000E-01  0.00000      0.00000      2.39937E-15  4.06409E-43
   1.25000E-01  0.00000      0.00000      2.40481E-15  4.06409E-43
   1.30000E-01  0.00000      0.00000      2.40931E-15  4.06409E-43
   1.35000E-01  0.00000      0.00000      2.41309E-15  4.06409E-43
   1.40000E-01  0.00000      0.00000      2.41634E-15  4.06409E-43
   1.45000E-01  0.00000      0.00000      2.41901E-15  4.06409E-43
   1.50000E-01  0.00000      0.00000      2.42123E-15  4.06409E-43
   1.55000E-01  0.00000      0.00000      2.42323E-15  4.06409E-43
   1.60000E-01  0.00000      0.00000      2.42490E-15  4.06409E-43
   1.65000E-01  0.00000      0.00000      2.42620E-15  4.06409E-43
   1.70000E-01  0.00000      0.00000      2.42741E-15  4.06409E-43
   1.75000E-01  0.00000      0.00000      2.42850E-15  4.06409E-43
   1.80000E-01  0.00000      0.00000      2.42930E-15  4.06409E-43
   1.85000E-01  0.00000      0.00000      2.43003E-15  4.06409E-43
   1.90000E-01  0.00000      0.00000      2.43073E-15  4.06409E-43
   1.95000E-01  0.00000      0.00000      2.43128E-15  4.06409E-43
   2.00000E-01  0.00000      0.00000      2.43177E-15  4.06409E-43
   2.05000E-01  0.00000      0.00000      2.43223E-15  4.06409E-43
   2.10000E-01  0.00000      0.00000      2.43265E-15  4.06409E-43
   2.15000E-01  0.00000      0.00000      2.43302E-15  4.06409E-43
   2.20000E-01  0.00000      0.00000      2.43337E-15  4.06409E-43
   2.25000E-01  0.00000      0.00000      6.09682E+01  1.14471E-23
   2.30000E-01  0.00000      0.00000      2.71742E+02  1.14471E-23
   2.35000E-01  0.00000      0.00000      6.22854E+02  1.14471E-23
   2.40000E-01  0.00000      0.00000      1.10429E+03  1.14471E-23
   2.45000E-01  0.00000      0.00000      1.70661E+03  1.14471E-23
   2.50000E-01  0.00000      0.00000      2.42093E+03  1.14471E-23
   2.55000E-01  0.00000      0.00000      3.23889E+03  1.14471E-23
   2.60000E-01  0.00000      0.00000      4.15258E+03  1.14471E-23
   2.65000E-01  0.00000      0.00000      5.15460E+03  1.14471E-23
   2.70000E-01  0.00000      0.00000      6.23796E+03  1.14471E-23
   2.75000E-01  0.00000      0.00000      7.39609E+03  1.14471E-23
   2.80000E-01  0.00000      0.00000      8.62280E+03  1.14471E-23
   2.85000E-01  0.00000      0.00000      9.91228E+03  1.14471E-23
   2.90000E-01  0.00000      0.00000      1.12591E+04  1.14471E-23
   2.95000E-01  0.00000      0.00000      1.26580E+04  1.14471E-23
   3.00000E-01  0.00000      0.00000      1.41043E+04  1.14471E-23
